Pipeline,Rate Definition ID,Rate Schedule,Provider Charge Type *,Charge Unit,Start Date,End Date *,Rate Category,Season,Rec Loc Type,Rec Loc ID,Del Loc Type,Del Loc ID,Rate Type,Rate Unit,Charge Indicator,Rate
GLGT,246386,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,EMERSON MC,Fixed,,Delivery,0
GLGT,246377,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,EMERSON MC,Fixed,,Delivery,0
GLGT,246217,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,CLOW MC,Fixed,,Delivery,0.64508
GLGT,246290,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON MC,Location,DNU-FARWELL POOL,Fixed,,Delivery,0
GLGT,246157,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,DNU-EMERSON POOL,Location,DNU-SAULT STE MARIE TCPL,Fixed,,Receipt,2.16348
GLGT,246297,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW RECEIPT,Location,DNU-CARLTON POOL,Fixed,,Delivery,2.58882
GLGT,246206,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,LAMMERS,Fixed,,Delivery,0.20256
GLGT,246235,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,DNU-EMERSON POOL,Fixed,,Delivery,0
GLGT,246203,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,ENGADINE,Fixed,,Delivery,2.80007
GLGT,246221,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246433,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON MC,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246434,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,CLOW RECEIPT,Fixed,,Delivery,0.20256
GLGT,246216,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,CHIPPEWA,Fixed,,Delivery,0.42431
GLGT,246435,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246353,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,TRUMBLE ROAD,Fixed,,Delivery,1.30156
GLGT,246204,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,DNU-FARWELL POOL,Fixed,,Delivery,1.30156
GLGT,246351,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,RATTLE RUN MC,Fixed,,Delivery,0
GLGT,246368,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,CARLTON MC,Fixed,,Delivery,2.80007
GLGT,246270,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,BELLE RIVER MILLS DEC,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,2.16348
GLGT,246205,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,FORTUNE LAKE,Fixed,,Delivery,0.64508
GLGT,246269,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,WAKEFIELD,Location,DEWARD REC,Fixed,,Delivery,0
GLGT,246436,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246268,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-ST CLAIR POOL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246390,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,FARWELL MC,Fixed,,Delivery,2.37661
GLGT,246375,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,CARLTON MC,Fixed,,Delivery,0.42431
GLGT,246432,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-ST CLAIR POOL,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246207,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,MANISTIQUE,Fixed,,Delivery,0
GLGT,246414,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-ST CLAIR POOL,Location,WAKEFIELD MC,Fixed,,Delivery,0
GLGT,246303,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,BELLE RIVER MILLS DEC,Fixed,,Delivery,2.37661
GLGT,246380,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,EMERSON MC,Fixed,,Delivery,0
GLGT,246328,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,FORTUNE LAKE,Fixed,,Delivery,2.16348
GLGT,246246,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,CLOW MC,Fixed,,Delivery,1.0837
GLGT,246332,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,MIDLAND,Fixed,,Delivery,0.20256
GLGT,246331,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,MANISTIQUE,Fixed,,Delivery,1.51846
GLGT,246330,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,LAMMERS,Fixed,,Delivery,0.64508
GLGT,246329,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,GRAND RAPIDS NN,Fixed,,Delivery,2.80007
GLGT,246327,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,ENGADINE,Fixed,,Delivery,0.20256
GLGT,246295,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON MC,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,0
GLGT,246333,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,RAPID RIVER,Fixed,,Delivery,2.16348
GLGT,246326,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,DNU-EMERSON POOL,Fixed,,Delivery,0.20256
GLGT,246325,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,DEWARD REC,Fixed,,Delivery,1.51846
GLGT,246324,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,CLOW MC,Fixed,,Delivery,0.64508
GLGT,246323,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,CHIPPEWA,Fixed,,Delivery,2.80007
GLGT,246322,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,DNU-CARLTON POOL,Fixed,,Delivery,2.16348
GLGT,246247,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,DNU-EMERSON POOL,Fixed,,Delivery,1.0837
GLGT,246243,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246335,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,0.64508
GLGT,246296,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON MC,Location,TRUMBLE ROAD,Fixed,,Delivery,1.73441
GLGT,246339,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,DNU-CARLTON POOL,Fixed,,Delivery,0
GLGT,246344,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,DNU-FARWELL POOL,Fixed,,Delivery,0
GLGT,246343,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,DNU-EMERSON POOL,Fixed,,Delivery,0
GLGT,246342,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,DEWARD REC,Fixed,,Delivery,1.30156
GLGT,246341,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,CLOW MC,Fixed,,Delivery,1.30156
GLGT,246340,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,CHIPPEWA,Fixed,,Delivery,0
GLGT,246337,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246338,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,BELLE RIVER MILLS DEC,Fixed,,Delivery,1.30156
GLGT,246229,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246336,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,TRUMBLE ROAD,Fixed,,Delivery,0.20256
GLGT,246306,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,CLOW MC,Fixed,,Delivery,0
GLGT,246314,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,MIDLAND,Fixed,,Delivery,0
GLGT,246315,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246316,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,RATTLE RUN MC,Fixed,,Delivery,0.20256
GLGT,246321,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,BELLE RIVER MILLS DEC,Fixed,,Delivery,0
GLGT,246417,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,WAKEFIELD MC,Fixed,,Delivery,0
GLGT,246416,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,WAKEFIELD MC,Fixed,,Delivery,1.30156
GLGT,246405,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,ST CLAIR MC,Fixed,,Delivery,1.51846
GLGT,246158,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,DNU-EMERSON POOL,Location,DNU-SAULT STE MARIE TCPL POOL,Fixed,,Receipt,2.16348
GLGT,246319,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246226,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,RATTLE RUN MC,Fixed,,Delivery,0
GLGT,246305,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,CHIPPEWA,Fixed,,Delivery,0
GLGT,246320,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,WAKEFIELD,Fixed,,Delivery,0.20256
GLGT,246225,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246721,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,DNU-EMERSON POOL,Location,DNU-ST CLAIR POOL,Fixed,,Receipt,2.80007
GLGT,246177,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,CHIPPEWA,Fixed,,Delivery,1.73441
GLGT,246228,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246178,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,CLOW MC,Fixed,,Delivery,0
GLGT,246179,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,DEWARD REC,Fixed,,Delivery,1.51846
GLGT,246180,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,DNU-EMERSON POOL,Fixed,,Delivery,0
GLGT,246244,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,DNU-CARLTON POOL,Fixed,,Delivery,0.20256
GLGT,246245,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,CHIPPEWA,Fixed,,Delivery,0.20256
GLGT,246227,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,0
GLGT,246429,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246430,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246418,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,WAKEFIELD MC,Fixed,,Delivery,0
GLGT,246407,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON MC,Location,ST CLAIR MC,Fixed,,Delivery,2.16348
GLGT,246419,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW MC,Location,WAKEFIELD REC,Fixed,,Delivery,1.30156
GLGT,246420,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,WAKEFIELD REC,Fixed,,Delivery,1.30156
GLGT,246421,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,WAKEFIELD REC,Fixed,,Delivery,0
GLGT,246406,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,ST CLAIR MC,Fixed,,Delivery,0.20256
GLGT,246422,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-ST CLAIR POOL,Location,WAKEFIELD REC,Fixed,,Delivery,0
GLGT,246408,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,ST CLAIR MC,Fixed,,Delivery,2.80007
GLGT,246318,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,0.20256
GLGT,246428,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,CLOW RECEIPT,Fixed,,Delivery,0.20256
GLGT,246423,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW RECEIPT,Location,WAKEFIELD REC,Fixed,,Delivery,1.30156
GLGT,246424,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,WAKEFIELD REC,Fixed,,Delivery,1.30156
GLGT,246425,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,WAKEFIELD REC,Fixed,,Delivery,0
GLGT,246426,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,WAKEFIELD REC,Fixed,,Delivery,0
GLGT,246427,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,CLOW RECEIPT,Fixed,,Delivery,0
GLGT,246307,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,DEWARD REC,Fixed,,Delivery,1.73441
GLGT,246334,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,RATTLE RUN MC,Fixed,,Delivery,2.80007
GLGT,246312,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,LAMMERS,Fixed,,Delivery,1.73441
GLGT,246311,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,GRAND RAPIDS NN,Fixed,,Delivery,0
GLGT,246345,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,FORTUNE LAKE,Fixed,,Delivery,1.30156
GLGT,246250,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,LAMMERS,Fixed,,Delivery,0.86487
GLGT,246413,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,WAKEFIELD MC,Fixed,,Delivery,0
GLGT,246249,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246310,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246220,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,ENGADINE,Fixed,,Delivery,0
GLGT,246349,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,MIDLAND,Fixed,,Delivery,1.30156
GLGT,246308,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,ENGADINE,Fixed,,Delivery,2.37661
GLGT,246415,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW RECEIPT,Location,WAKEFIELD MC,Fixed,,Delivery,1.30156
GLGT,246242,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,DNU-ST CLAIR POOL,Fixed,,Delivery,0
GLGT,246313,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,MANISTIQUE,Fixed,,Delivery,2.37661
GLGT,246248,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,DNU-FARWELL POOL,Fixed,,Delivery,0.86487
GLGT,246409,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL MC,Location,ST CLAIR MC,Fixed,,Delivery,0.64508
GLGT,246346,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,GRAND RAPIDS NN,Fixed,,Delivery,0
GLGT,246309,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,DNU-FARWELL POOL,Fixed,,Delivery,1.0837
GLGT,246347,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,LAMMERS,Fixed,,Delivery,0
GLGT,246412,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-EMERSON POOL,Location,WAKEFIELD MC,Fixed,,Delivery,1.30156
GLGT,246251,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN MC,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246219,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-FARWELL POOL,Location,DNU-EMERSON POOL,Fixed,,Delivery,0
GLGT,246411,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW MC,Location,WAKEFIELD MC,Fixed,,Delivery,1.30156
GLGT,246240,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,MIDLAND,Fixed,,Delivery,0
GLGT,246304,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON MC,Location,DNU-CARLTON POOL,Fixed,,Delivery,1.0837
GLGT,246241,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,RATTLE RUN MC,Fixed,,Delivery,0
GLGT,246182,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,FORTUNE LAKE,Fixed,,Delivery,0.64508
GLGT,246181,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,DNU-CARLTON POOL,Location,DNU-FARWELL POOL,Fixed,,Delivery,1.73441
GLGT,246348,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR MC,Location,MANISTIQUE,Fixed,,Delivery,1.30156
