Pipeline,Rate Definition ID,Rate Schedule,Provider Charge Type,Charge Unit,Start Date,End Date,Rate Category,Season,Rec Loc Type,Rec Loc ID,Del Loc Type,Del Loc ID,Rate Type,Rate Unit,Charge Indicator,Rate
GLGT,246386,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,EMERSON,Fixed,,Delivery,0
GLGT,246377,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,EMERSON,Fixed,,Delivery,0
GLGT,246217,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CLOW,Fixed,,Delivery,0.64508
GLGT,246290,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,FARWELL,Fixed,,Delivery,0
GLGT,246157,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,EMERSON,Location,SAULT STE MARIE,Fixed,,Receipt,2.16348
GLGT,246297,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW,Location,CARLTON,Fixed,,Delivery,2.58882
GLGT,246206,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,LAMMERS,Fixed,,Delivery,0.20256
GLGT,246235,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,EMERSON,Fixed,,Delivery,0
GLGT,246203,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,ENGADINE,Fixed,,Delivery,2.80007
GLGT,246221,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246433,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,CLOW,Fixed,,Delivery,0
GLGT,246434,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,CLOW,Fixed,,Delivery,0.20256
GLGT,246216,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CHIPPEWA,Fixed,,Delivery,0.42431
GLGT,246435,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CLOW,Fixed,,Delivery,0
GLGT,246353,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,TRUMBLE ROAD,Fixed,,Delivery,1.30156
GLGT,246204,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,FARWELL,Fixed,,Delivery,1.30156
GLGT,246351,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,RATTLE RUN,Fixed,,Delivery,0
GLGT,246368,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CARLTON,Fixed,,Delivery,2.80007
GLGT,246270,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,BELLE RIVER MILLS,Location,ST CLAIR,Fixed,,Delivery,2.16348
GLGT,246205,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,FORTUNE LAKE,Fixed,,Delivery,0.64508
GLGT,246269,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,WAKEFIELD,Location,DEWARD,Fixed,,Delivery,0
GLGT,246436,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CLOW,Fixed,,Delivery,0
GLGT,246268,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246390,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,FARWELL,Fixed,,Delivery,2.37661
GLGT,246375,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CARLTON,Fixed,,Delivery,0.42431
GLGT,246432,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CLOW,Fixed,,Delivery,0
GLGT,246207,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,MANISTIQUE,Fixed,,Delivery,0
GLGT,246414,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246303,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,BELLE RIVER MILLS,Fixed,,Delivery,2.37661
GLGT,246380,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,EMERSON,Fixed,,Delivery,0
GLGT,246328,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,FORTUNE LAKE,Fixed,,Delivery,2.16348
GLGT,246246,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,CLOW,Fixed,,Delivery,1.0837
GLGT,246332,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,MIDLAND,Fixed,,Delivery,0.20256
GLGT,246331,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,MANISTIQUE,Fixed,,Delivery,1.51846
GLGT,246330,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,LAMMERS,Fixed,,Delivery,0.64508
GLGT,246329,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,GRAND RAPIDS,Fixed,,Delivery,2.80007
GLGT,246327,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,ENGADINE,Fixed,,Delivery,0.20256
GLGT,246295,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,ST CLAIR,Fixed,,Delivery,0
GLGT,246333,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,RAPID RIVER,Fixed,,Delivery,2.16348
GLGT,246326,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,EMERSON,Fixed,,Delivery,0.20256
GLGT,246325,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,DEWARD,Fixed,,Delivery,1.51846
GLGT,246324,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CLOW,Fixed,,Delivery,0.64508
GLGT,246323,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CHIPPEWA,Fixed,,Delivery,2.80007
GLGT,246322,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CARLTON,Fixed,,Delivery,2.16348
GLGT,246247,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,EMERSON,Fixed,,Delivery,1.0837
GLGT,246243,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246335,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,ST CLAIR,Fixed,,Delivery,0.64508
GLGT,246296,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,TRUMBLE ROAD,Fixed,,Delivery,1.73441
GLGT,246339,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CARLTON,Fixed,,Delivery,0
GLGT,246344,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,FARWELL,Fixed,,Delivery,0
GLGT,246343,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,EMERSON,Fixed,,Delivery,0
GLGT,246342,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,DEWARD,Fixed,,Delivery,1.30156
GLGT,246341,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CLOW,Fixed,,Delivery,1.30156
GLGT,246340,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,CHIPPEWA,Fixed,,Delivery,0
GLGT,246337,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246338,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,BELLE RIVER MILLS,Fixed,,Delivery,1.30156
GLGT,246229,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246336,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,TRUMBLE ROAD,Fixed,,Delivery,0.20256
GLGT,246306,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,CLOW,Fixed,,Delivery,0
GLGT,246314,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,MIDLAND,Fixed,,Delivery,0
GLGT,246315,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246316,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,RATTLE RUN,Fixed,,Delivery,0.20256
GLGT,246321,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,BELLE RIVER MILLS,Fixed,,Delivery,0
GLGT,246417,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246416,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246405,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,ST CLAIR,Fixed,,Delivery,1.51846
GLGT,246158,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,EMERSON,Location,SAULT STE MARIE,Fixed,,Receipt,2.16348
GLGT,246319,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246226,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,RATTLE RUN,Fixed,,Delivery,0
GLGT,246305,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,CHIPPEWA,Fixed,,Delivery,0
GLGT,246320,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,0.20256
GLGT,246225,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246721,FT,FUEL,Percent,6/1/2025,6/30/2025,CD,,Location,EMERSON,Location,ST CLAIR,Fixed,,Receipt,2.80007
GLGT,246177,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,CHIPPEWA,Fixed,,Delivery,1.73441
GLGT,246228,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,TRUMBLE ROAD,Fixed,,Delivery,0
GLGT,246178,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,CLOW,Fixed,,Delivery,0
GLGT,246179,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,DEWARD,Fixed,,Delivery,1.51846
GLGT,246180,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,EMERSON,Fixed,,Delivery,0
GLGT,246244,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,CARLTON,Fixed,,Delivery,0.20256
GLGT,246245,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,CHIPPEWA,Fixed,,Delivery,0.20256
GLGT,246227,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,ST CLAIR,Fixed,,Delivery,0
GLGT,246429,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,CLOW,Fixed,,Delivery,0
GLGT,246430,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,CLOW,Fixed,,Delivery,0
GLGT,246418,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246407,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,ST CLAIR,Fixed,,Delivery,2.16348
GLGT,246419,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246420,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246421,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246406,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,ST CLAIR,Fixed,,Delivery,0.20256
GLGT,246422,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246408,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,ST CLAIR,Fixed,,Delivery,2.80007
GLGT,246318,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,ST CLAIR,Fixed,,Delivery,0.20256
GLGT,246428,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,CLOW,Fixed,,Delivery,0.20256
GLGT,246423,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246424,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246425,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246426,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246427,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,CLOW,Fixed,,Delivery,0
GLGT,246307,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,DEWARD,Fixed,,Delivery,1.73441
GLGT,246334,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,RATTLE RUN,Fixed,,Delivery,2.80007
GLGT,246312,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,LAMMERS,Fixed,,Delivery,1.73441
GLGT,246311,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,GRAND RAPIDS,Fixed,,Delivery,0
GLGT,246345,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,FORTUNE LAKE,Fixed,,Delivery,1.30156
GLGT,246250,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,LAMMERS,Fixed,,Delivery,0.86487
GLGT,246413,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,WAKEFIELD,Fixed,,Delivery,0
GLGT,246249,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246310,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,FORTUNE LAKE,Fixed,,Delivery,0
GLGT,246220,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,ENGADINE,Fixed,,Delivery,0
GLGT,246349,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,MIDLAND,Fixed,,Delivery,1.30156
GLGT,246308,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,ENGADINE,Fixed,,Delivery,2.37661
GLGT,246415,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246242,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,ST CLAIR,Fixed,,Delivery,0
GLGT,246313,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,MANISTIQUE,Fixed,,Delivery,2.37661
GLGT,246248,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,FARWELL,Fixed,,Delivery,0.86487
GLGT,246409,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,ST CLAIR,Fixed,,Delivery,0.64508
GLGT,246346,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,GRAND RAPIDS,Fixed,,Delivery,0
GLGT,246309,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,FARWELL,Fixed,,Delivery,1.0837
GLGT,246347,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,LAMMERS,Fixed,,Delivery,0
GLGT,246412,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246251,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,RATTLE RUN,Location,RAPID RIVER,Fixed,,Delivery,0
GLGT,246219,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FARWELL,Location,EMERSON,Fixed,,Delivery,0
GLGT,246411,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CLOW,Location,WAKEFIELD,Fixed,,Delivery,1.30156
GLGT,246240,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,MIDLAND,Fixed,,Delivery,0
GLGT,246304,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,EMERSON,Location,CARLTON,Fixed,,Delivery,1.0837
GLGT,246241,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,FORTUNE LAKE,Location,RATTLE RUN,Fixed,,Delivery,0
GLGT,246182,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,FORTUNE LAKE,Fixed,,Delivery,0.64508
GLGT,246181,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,CARLTON,Location,FARWELL,Fixed,,Delivery,1.73441
GLGT,246348,FT,FUEL,Percent,6/1/2025,6/30/2025,TR,,Location,ST CLAIR,Location,MANISTIQUE,Fixed,,Delivery,1.30156
